tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
230,2019-05-01 00:09:36.1260,2019-05-01 00:13:26.9170,285,Broadway & E 14 St,40.73454567,-73.99074142,223,W 13 St & 7 Ave,40.73781509,-73.99994661,25187,Subscriber,1986,1
489,2019-05-01 00:09:43.6590,2019-05-01 00:17:52.9710,492,W 33 St & 7 Ave,40.75019995,-73.99093085,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19345,Customer,1969,0
69,2019-05-01 00:09:55.9020,2019-05-01 00:11:05.7640,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,26803,Subscriber,1970,1
450,2019-05-01 00:10:02.0160,2019-05-01 00:17:32.9440,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,31374,Subscriber,1993,2
1650,2019-05-01 00:10:03.1590,2019-05-01 00:37:34.1380,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,3526,31 St & 23 Ave,40.7747878,-73.91255509999999,35337,Subscriber,1988,2
452,2019-05-01 00:10:07.5370,2019-05-01 00:17:39.5680,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,365,Fulton St & Grand Ave,40.68223166,-73.9614583,34132,Subscriber,1985,0
441,2019-05-01 00:10:29.2750,2019-05-01 00:17:51.0390,239,Willoughby St & Fleet St,40.69196566,-73.9813018,313,Washington Ave & Park Ave,40.69610226,-73.96751037,32278,Subscriber,1991,1
809,2019-05-01 00:10:42.0250,2019-05-01 00:24:12.0240,3760,Willoughby Ave & Wyckoff Ave,40.705614000000004,-73.92153,3668,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,14972,Subscriber,1981,1
535,2019-05-01 00:10:45.1070,2019-05-01 00:19:40.3860,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,3324,3 Ave & 14 St,40.6685455,-73.99333264,15828,Customer,1987,1
540,2019-05-01 00:10:51.8240,2019-05-01 00:19:52.3270,3494,E 115 St & Lexington Ave,40.797911,-73.9423,3497,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,27019,Subscriber,1977,1
842,2019-05-01 00:10:56.0580,2019-05-01 00:24:58.0750,391,Clark St & Henry St,40.69760127,-73.99344559,3337,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925368,14795,Subscriber,1976,1
989,2019-05-01 00:11:05.7220,2019-05-01 00:27:35.6260,3258,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,237,E 11 St & 2 Ave,40.73047309,-73.98672378,32672,Customer,1969,0
180,2019-05-01 00:11:07.2390,2019-05-01 00:14:07.9790,3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,30632,Subscriber,1994,1
1057,2019-05-01 00:11:08.3120,2019-05-01 00:28:45.9820,392,Jay St & Tech Pl,40.695065,-73.987167,3394,Columbia St & W 9 St,40.6769993,-74.00647134,18757,Customer,1969,0
1653,2019-05-01 00:11:08.7860,2019-05-01 00:38:42.5140,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,3569,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001,31573,Subscriber,1974,2
1417,2019-05-01 00:11:08.9560,2019-05-01 00:34:46.6880,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,492,W 33 St & 7 Ave,40.75019995,-73.99093085,14876,Subscriber,1985,1
622,2019-05-01 00:11:16.6290,2019-05-01 00:21:38.8510,223,W 13 St & 7 Ave,40.73781509,-73.99994661,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,19068,Subscriber,1991,1
776,2019-05-01 00:11:33.0520,2019-05-01 00:24:29.5060,3591,21 St & 31 Dr,40.7659,-73.930819,3612,30 Ave & 21 St,40.77037429999999,-73.9286078,34039,Subscriber,1998,1
1289,2019-05-01 00:11:33.3110,2019-05-01 00:33:02.7290,387,Centre St & Chambers St,40.71273266,-74.0046073,387,Centre St & Chambers St,40.71273266,-74.0046073,34070,Customer,1969,0
233,2019-05-01 00:11:35.7360,2019-05-01 00:15:28.8300,3134,3 Ave & E 62 St,40.76312584,-73.96526895,3243,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,30766,Subscriber,1986,1
428,2019-05-01 00:11:48.1430,2019-05-01 00:18:56.5180,3686,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,285,Broadway & E 14 St,40.73454567,-73.99074142,29792,Subscriber,1985,1
324,2019-05-01 00:11:59.7300,2019-05-01 00:17:23.9510,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,3458,W 55 St & 6 Ave,40.76309387270797,-73.97835016250609,32994,Subscriber,1982,1
475,2019-05-01 00:12:23.3170,2019-05-01 00:20:18.3940,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,480,W 53 St & 10 Ave,40.76669671,-73.99061728,32401,Customer,1997,2
257,2019-05-01 00:12:43.1170,2019-05-01 00:17:00.1910,507,E 25 St & 2 Ave,40.73912601,-73.97973776,487,E 20 St & FDR Drive,40.73314259,-73.97573881,35020,Subscriber,1971,1
268,2019-05-01 00:12:53.0720,2019-05-01 00:17:22.0560,477,W 41 St & 8 Ave,40.75640548,-73.9900262,450,W 49 St & 8 Ave,40.76227205,-73.98788205,18266,Subscriber,1985,1
719,2019-05-01 00:13:03.2500,2019-05-01 00:25:02.8470,3151,E 81 St & York Ave,40.7728384,-73.94989233,3177,W 84 St & Broadway,40.7867947,-73.977112,32979,Subscriber,1960,1
186,2019-05-01 00:13:07.3140,2019-05-01 00:16:13.8830,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,25447,Subscriber,1985,1
188,2019-05-01 00:13:14.4080,2019-05-01 00:16:22.9130,482,W 15 St & 7 Ave,40.73935542,-73.99931783,435,W 21 St & 6 Ave,40.74173969,-73.99415556,20773,Subscriber,1968,1
487,2019-05-01 00:13:25.9790,2019-05-01 00:21:33.5000,461,E 20 St & 2 Ave,40.73587678,-73.98205027,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,34005,Subscriber,1990,1
111,2019-05-01 00:13:29.1640,2019-05-01 00:15:20.6370,229,Great Jones St,40.72743423,-73.99379025,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,33297,Subscriber,1996,1
220,2019-05-01 00:13:29.6650,2019-05-01 00:17:10.2350,308,St James Pl & Oliver St,40.71307916,-73.99851193,3701,Cliff St & Fulton St,40.70831794366396,-74.0050408244133,21626,Subscriber,1986,1
442,2019-05-01 00:13:32.8550,2019-05-01 00:20:55.6780,361,Allen St & Hester St,40.71605866,-73.99190759,229,Great Jones St,40.72743423,-73.99379025,15178,Subscriber,1995,1
467,2019-05-01 00:13:38.8180,2019-05-01 00:21:26.0810,146,Hudson St & Reade St,40.71625008,-74.0091059,363,West Thames St,40.70834698,-74.01713445,14695,Subscriber,1966,1
219,2019-05-01 00:13:49.6000,2019-05-01 00:17:28.8140,467,Dean St & 4 Ave,40.68312489,-73.97895137,3537,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001,27470,Subscriber,1982,1
949,2019-05-01 00:14:08.5060,2019-05-01 00:29:57.8230,3112,Milton St & Franklin St,40.72906,-73.95779,3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372,33319,Subscriber,1981,1
477,2019-05-01 00:14:17.5780,2019-05-01 00:22:15.3310,467,Dean St & 4 Ave,40.68312489,-73.97895137,3368,5 Ave & 3 St,40.672815500000006,-73.98352355,27750,Subscriber,1980,1
439,2019-05-01 00:14:45.8300,2019-05-01 00:22:05.2910,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,29926,Subscriber,1981,1
1738,2019-05-01 00:14:51.7730,2019-05-01 00:43:50.1780,496,E 16 St & 5 Ave,40.73726186,-73.99238967,483,E 12 St & 3 Ave,40.73223272,-73.98889957,29961,Subscriber,1999,1
560,2019-05-01 00:14:51.9500,2019-05-01 00:24:12.0730,483,E 12 St & 3 Ave,40.73223272,-73.98889957,311,Norfolk St & Broome St,40.7172274,-73.98802084,29946,Subscriber,1966,1
787,2019-05-01 00:15:07.9540,2019-05-01 00:28:15.6800,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,487,E 20 St & FDR Drive,40.73314259,-73.97573881,30497,Subscriber,1959,1
287,2019-05-01 00:15:09.6800,2019-05-01 00:19:57.4810,386,Centre St & Worth St,40.71494807,-74.00234482,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,27680,Subscriber,1994,1
373,2019-05-01 00:15:19.4120,2019-05-01 00:21:33.2910,280,E 10 St & 5 Ave,40.73331967,-73.99510132,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,21424,Subscriber,1962,2
900,2019-05-01 00:15:20.7930,2019-05-01 00:30:21.6760,3177,W 84 St & Broadway,40.7867947,-73.977112,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,26460,Customer,1988,1
752,2019-05-01 00:15:23.1910,2019-05-01 00:27:56.0890,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,507,E 25 St & 2 Ave,40.73912601,-73.97973776,33842,Subscriber,1994,1
611,2019-05-01 00:15:27.6960,2019-05-01 00:25:39.6200,3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,278,Concord St & Bridge St,40.69766564,-73.98476437,32298,Subscriber,1994,1
2088,2019-05-01 00:15:30.0600,2019-05-01 00:50:18.0800,476,E 31 St & 3 Ave,40.74394314,-73.97966069,476,E 31 St & 3 Ave,40.74394314,-73.97966069,17888,Customer,1994,1
1702,2019-05-01 00:15:39.0020,2019-05-01 00:44:01.9220,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3668,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,31387,Subscriber,1984,2
606,2019-05-01 00:15:40.4450,2019-05-01 00:25:47.2990,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,33017,Subscriber,1967,1
